ID,KBIn,PktIn,KBOut,PktOut,Data_original,Unix_time  
465,1,3,6,2,2022-04-25-15:00:39,1650924039000039
466,2,15,11,1,2022-04-25-15:00:40,165092404000004
467,3,17,16,3,2022-04-25-15:00:41,1650924041000041
468,1,4,4,1,2022-04-25-15:00:42,1650924042000042
469,3,17,15,2,2022-04-25-15:00:43,1650924043000043
470,3,16,13,3,2022-04-25-15:00:44,1650924044000044
471,0,2,4,0,2022-04-25-15:00:45,1650924045000045
472,3,17,15,3,2022-04-25-15:00:46,1650924046000046
473,2,6,8,3,2022-04-25-15:00:47,1650924047000047
474,2,15,12,1,2022-04-25-15:00:48,1650924048000048
475,3,17,15,3,2022-04-25-15:00:49,1650924049000049
476,1,3,5,2,2022-04-25-15:00:50,165092405000005
477,2,15,11,1,2022-04-25-15:00:51,1650924051000051
478,3,17,15,3,2022-04-25-15:00:52,1650924052000052
479,1,3,5,2,2022-04-25-15:00:53,1650924053000053
480,2,16,11,1,2022-04-25-15:00:54,1650924054000054
481,3,18,15,3,2022-04-25-15:00:55,1650924055000055
482,1,3,5,2,2022-04-25-15:00:56,1650924056000056
483,2,16,12,1,2022-04-25-15:00:57,1650924057000057
484,3,17,16,3,2022-04-25-15:00:58,1650924058000058
485,1,3,5,2,2022-04-25-15:00:59,1650924059000059
486,2,15,13,1,2022-04-25-15:01:0,16509240600
487,3,17,16,3,2022-04-25-15:01:1,1650924061000001
488,0,1,1,0,2022-04-25-15:01:2,1650924062000002
489,3,18,15,3,2022-04-25-15:01:3,1650924063000003
490,2,9,8,2,2022-04-25-15:01:4,1650924064000004
491,1,9,8,1,2022-04-25-15:01:5,1650924065000005
492,3,17,16,3,2022-04-25-15:01:6,1650924066000006
493,1,4,7,2,2022-04-25-15:01:7,1650924067000007
494,2,15,12,1,2022-04-25-15:01:8,1650924068000008
495,3,17,15,3,2022-04-25-15:01:9,1650924069000009
496,1,3,5,2,2022-04-25-15:01:10,165092407000001
497,2,15,12,1,2022-04-25-15:01:11,1650924071000011
498,4,21,20,4,2022-04-25-15:01:12,1650924072000012
499,1,3,7,2,2022-04-25-15:01:13,1650924073000013
500,2,15,13,1,2022-04-25-15:01:14,1650924074000014
501,3,17,15,3,2022-04-25-15:01:15,1650924075000015
502,1,3,5,2,2022-04-25-15:01:16,1650924076000016
503,2,15,11,1,2022-04-25-15:01:17,1650924077000017
504,3,19,17,3,2022-04-25-15:01:18,1650924078000018
505,1,4,4,2,2022-04-25-15:01:19,1650924079000019
506,2,15,13,1,2022-04-25-15:01:20,165092408000002
507,3,17,16,3,2022-04-25-15:01:21,1650924081000021
508,0,1,2,0,2022-04-25-15:01:22,1650924082000022
509,3,17,15,3,2022-04-25-15:01:23,1650924083000023
510,2,6,7,2,2022-04-25-15:01:24,1650924084000024
511,2,14,11,1,2022-04-25-15:01:25,1650924085000025
512,3,17,16,3,2022-04-25-15:01:26,1650924086000026
513,1,4,5,2,2022-04-25-15:01:27,1650924087000027
514,2,15,13,1,2022-04-25-15:01:28,1650924088000028
515,3,17,15,3,2022-04-25-15:01:29,1650924089000029
516,1,4,5,2,2022-04-25-15:01:30,165092409000003
517,2,15,11,1,2022-04-25-15:01:31,1650924091000031
518,3,18,15,3,2022-04-25-15:01:32,1650924092000032
519,1,3,6,2,2022-04-25-15:01:33,1650924093000033
520,2,15,12,1,2022-04-25-15:01:34,1650924094000034
521,3,18,16,3,2022-04-25-15:01:35,1650924095000035
522,1,4,5,2,2022-04-25-15:01:36,1650924096000036
523,3,20,16,2,2022-04-25-15:01:37,1650924097000037
524,3,18,16,3,2022-04-25-15:01:38,1650924098000038
525,1,2,5,2,2022-04-25-15:01:39,1650924099000039
526,2,16,13,1,2022-04-25-15:01:40,165092410000004
527,2,11,11,2,2022-04-25-15:01:41,1650924101000041
528,1,7,7,1,2022-04-25-15:01:42,1650924102000042
529,3,17,15,3,2022-04-25-15:01:43,1650924103000043
530,1,4,5,2,2022-04-25-15:01:44,1650924104000044
531,2,15,11,1,2022-04-25-15:01:45,1650924105000045
532,3,17,15,3,2022-04-25-15:01:46,1650924106000046
533,1,4,6,2,2022-04-25-15:01:47,1650924107000047
534,2,16,12,1,2022-04-25-15:01:48,1650924108000048
535,3,17,16,3,2022-04-25-15:01:49,1650924109000049
536,1,4,6,2,2022-04-25-15:01:50,165092411000005
537,2,15,11,1,2022-04-25-15:01:51,1650924111000051
538,3,17,15,3,2022-04-25-15:01:52,1650924112000052
539,1,3,6,2,2022-04-25-15:01:53,1650924113000053
540,2,15,12,1,2022-04-25-15:01:54,1650924114000054
541,3,18,16,3,2022-04-25-15:01:55,1650924115000055
542,1,3,6,2,2022-04-25-15:01:56,1650924116000056
543,2,16,14,1,2022-04-25-15:01:57,1650924117000057
544,3,18,15,3,2022-04-25-15:01:58,1650924118000058
545,0,1,2,0,2022-04-25-15:01:59,1650924119000059
546,3,17,16,3,2022-04-25-15:02:0,16509241200
547,1,4,7,2,2022-04-25-15:02:1,1650924121000001
548,3,17,14,2,2022-04-25-15:02:2,1650924122000002
549,3,17,16,3,2022-04-25-15:02:3,1650924123000003
550,1,4,6,2,2022-04-25-15:02:4,1650924124000004
551,2,15,12,1,2022-04-25-15:02:5,1650924125000005
552,3,17,15,3,2022-04-25-15:02:6,1650924126000006
553,1,3,5,2,2022-04-25-15:02:7,1650924127000007
554,2,15,11,1,2022-04-25-15:02:8,1650924128000008
555,3,18,15,3,2022-04-25-15:02:9,1650924129000009
556,1,3,5,2,2022-04-25-15:02:10,165092413000001
557,2,16,12,1,2022-04-25-15:02:11,1650924131000011
558,3,18,17,3,2022-04-25-15:02:12,1650924132000012
559,1,3,6,2,2022-04-25-15:02:13,1650924133000013
560,2,15,11,1,2022-04-25-15:02:14,1650924134000014
561,3,17,16,3,2022-04-25-15:02:15,1650924135000015
562,0,1,2,0,2022-04-25-15:02:16,1650924136000016
563,3,17,16,3,2022-04-25-15:02:17,1650924137000017
564,1,6,8,2,2022-04-25-15:02:18,1650924138000018
565,2,12,11,1,2022-04-25-15:02:19,1650924139000019
566,3,18,16,3,2022-04-25-15:02:20,165092414000002
567,1,3,6,2,2022-04-25-15:02:21,1650924141000021
568,2,16,12,1,2022-04-25-15:02:22,1650924142000022
569,3,17,17,3,2022-04-25-15:02:23,1650924143000023
570,1,3,6,2,2022-04-25-15:02:24,1650924144000024
571,3,17,13,1,2022-04-25-15:02:25,1650924145000025
572,3,17,16,3,2022-04-25-15:02:26,1650924146000026
573,2,6,11,3,2022-04-25-15:02:27,1650924147000027
574,2,15,12,1,2022-04-25-15:02:28,1650924148000028
575,3,17,17,3,2022-04-25-15:02:29,1650924149000029
576,1,5,7,2,2022-04-25-15:02:30,165092415000003
577,2,15,13,1,2022-04-25-15:02:31,1650924151000031
578,3,17,16,3,2022-04-25-15:02:32,1650924152000032
579,0,1,4,1,2022-04-25-15:02:33,1650924153000033
580,3,18,15,2,2022-04-25-15:02:34,1650924154000034
581,3,14,14,3,2022-04-25-15:02:35,1650924155000035
582,1,5,5,0,2022-04-25-15:02:36,1650924156000036
583,3,17,17,3,2022-04-25-15:02:37,1650924157000037
584,1,3,5,2,2022-04-25-15:02:38,1650924158000038
585,2,16,13,1,2022-04-25-15:02:39,1650924159000039
586,3,17,16,3,2022-04-25-15:02:40,165092416000004
587,1,3,7,2,2022-04-25-15:02:41,1650924161000041
588,2,15,11,1,2022-04-25-15:02:42,1650924162000042
589,3,17,17,3,2022-04-25-15:02:43,1650924163000043
590,1,3,6,2,2022-04-25-15:02:44,1650924164000044
591,2,15,13,1,2022-04-25-15:02:45,1650924165000045
592,3,17,16,3,2022-04-25-15:02:46,1650924166000046
593,2,5,7,2,2022-04-25-15:02:47,1650924167000047
594,2,15,12,1,2022-04-25-15:02:48,1650924168000048
595,3,17,16,3,2022-04-25-15:02:49,1650924169000049
596,0,1,2,1,2022-04-25-15:02:50,165092417000005
597,3,17,16,2,2022-04-25-15:02:51,1650924171000051
598,4,21,21,4,2022-04-25-15:02:52,1650924172000052
599,0,2,3,0,2022-04-25-15:02:53,1650924173000053
600,3,18,15,3,2022-04-25-15:02:54,1650924174000054
601,1,4,7,2,2022-04-25-15:02:55,1650924175000055
602,2,15,12,1,2022-04-25-15:02:56,1650924176000056
603,3,17,17,3,2022-04-25-15:02:57,1650924177000057
604,1,3,5,2,2022-04-25-15:02:58,1650924178000058
605,2,15,13,1,2022-04-25-15:02:59,1650924179000059
606,3,18,16,3,2022-04-25-15:03:0,16509241800
607,1,4,7,2,2022-04-25-15:03:1,1650924181000001
608,2,17,12,1,2022-04-25-15:03:2,1650924182000002
609,3,17,17,3,2022-04-25-15:03:3,1650924183000003
610,1,3,6,2,2022-04-25-15:03:4,1650924184000004
611,2,15,13,1,2022-04-25-15:03:5,1650924185000005
612,3,17,16,3,2022-04-25-15:03:6,1650924186000006
613,1,3,7,2,2022-04-25-15:03:7,1650924187000007
614,2,15,12,1,2022-04-25-15:03:8,1650924188000008
615,3,18,16,3,2022-04-25-15:03:9,1650924189000009
616,0,1,1,0,2022-04-25-15:03:10,165092419000001
617,3,17,17,3,2022-04-25-15:03:11,1650924191000011
618,1,6,9,2,2022-04-25-15:03:12,1650924192000012
619,2,14,11,1,2022-04-25-15:03:13,1650924193000013
620,3,17,15,3,2022-04-25-15:03:14,1650924194000014
621,1,4,7,2,2022-04-25-15:03:15,1650924195000015
622,2,15,12,1,2022-04-25-15:03:16,1650924196000016
623,4,20,21,4,2022-04-25-15:03:17,1650924197000017
624,1,3,5,2,2022-04-25-15:03:18,1650924198000018
625,2,15,13,1,2022-04-25-15:03:19,1650924199000019
626,3,18,16,3,2022-04-25-15:03:20,165092420000002
627,1,3,7,2,2022-04-25-15:03:21,1650924201000021
628,2,16,11,1,2022-04-25-15:03:22,1650924202000022
629,3,17,17,3,2022-04-25-15:03:23,1650924203000023
630,1,3,6,2,2022-04-25-15:03:24,1650924204000024
631,2,16,14,1,2022-04-25-15:03:25,1650924205000025
632,3,17,15,3,2022-04-25-15:03:26,1650924206000026
633,0,2,5,1,2022-04-25-15:03:27,1650924207000027
634,3,17,15,2,2022-04-25-15:03:28,1650924208000028
635,3,16,17,3,2022-04-25-15:03:29,1650924209000029
636,0,2,2,0,2022-04-25-15:03:30,165092421000003
637,3,18,17,3,2022-04-25-15:03:31,1650924211000031
638,1,3,6,2,2022-04-25-15:03:32,1650924212000032
639,2,15,12,1,2022-04-25-15:03:33,1650924213000033
640,3,18,15,3,2022-04-25-15:03:34,1650924214000034
641,2,6,9,2,2022-04-25-15:03:35,1650924215000035
642,2,16,13,1,2022-04-25-15:03:36,1650924216000036
643,3,18,18,3,2022-04-25-15:03:37,1650924217000037
644,1,4,5,2,2022-04-25-15:03:38,1650924218000038
645,2,15,13,1,2022-04-25-15:03:39,1650924219000039
646,3,18,17,3,2022-04-25-15:03:40,165092422000004
647,1,3,7,2,2022-04-25-15:03:41,1650924221000041
648,3,18,16,2,2022-04-25-15:03:42,1650924222000042
649,3,19,19,3,2022-04-25-15:03:43,1650924223000043
650,1,4,5,2,2022-04-25-15:03:44,1650924224000044
651,2,15,13,1,2022-04-25-15:03:45,1650924225000045
652,3,18,15,3,2022-04-25-15:03:46,1650924226000046
653,0,1,3,0,2022-04-25-15:03:47,1650924227000047
654,3,18,17,3,2022-04-25-15:03:48,1650924228000048
655,2,9,13,3,2022-04-25-15:03:49,1650924229000049
656,2,10,5,0,2022-04-25-15:03:50,165092423000005
657,3,17,17,3,2022-04-25-15:03:51,1650924231000051
658,1,3,6,2,2022-04-25-15:03:52,1650924232000052
659,2,16,13,1,2022-04-25-15:03:53,1650924233000053
660,3,17,15,3,2022-04-25-15:03:54,1650924234000054
661,1,3,7,2,2022-04-25-15:03:55,1650924235000055
662,2,15,12,1,2022-04-25-15:03:56,1650924236000056
663,3,17,17,3,2022-04-25-15:03:57,1650924237000057
664,1,4,5,2,2022-04-25-15:03:58,1650924238000058
665,2,15,13,1,2022-04-25-15:03:59,1650924239000059
666,3,17,16,3,2022-04-25-15:04:0,16509242400
667,1,4,7,2,2022-04-25-15:04:1,1650924241000001
668,2,15,11,1,2022-04-25-15:04:2,1650924242000002
669,3,18,17,3,2022-04-25-15:04:3,1650924243000003
670,1,3,5,2,2022-04-25-15:04:4,1650924244000004
671,2,15,14,1,2022-04-25-15:04:5,1650924245000005
672,3,17,15,3,2022-04-25-15:04:6,1650924246000006
673,1,6,8,1,2022-04-25-15:04:7,1650924247000007
674,3,17,16,3,2022-04-25-15:04:8,1650924248000008
675,1,3,7,2,2022-04-25-15:04:9,1650924249000009
676,2,15,12,1,2022-04-25-15:04:10,165092425000001
677,3,19,17,3,2022-04-25-15:04:11,1650924251000011
678,1,3,6,2,2022-04-25-15:04:12,1650924252000012
679,2,16,13,1,2022-04-25-15:04:13,1650924253000013
680,3,17,15,3,2022-04-25-15:04:14,1650924254000014
681,1,3,7,2,2022-04-25-15:04:15,1650924255000015
682,2,15,12,1,2022-04-25-15:04:16,1650924256000016
683,3,18,18,3,2022-04-25-15:04:17,1650924257000017
684,1,3,5,2,2022-04-25-15:04:18,1650924258000018
685,2,16,11,1,2022-04-25-15:04:19,1650924259000019
686,3,17,15,3,2022-04-25-15:04:20,165092426000002
687,1,4,5,2,2022-04-25-15:04:21,1650924261000021
688,2,15,11,1,2022-04-25-15:04:22,1650924262000022
689,3,17,15,3,2022-04-25-15:04:23,1650924263000023
690,0,1,1,0,2022-04-25-15:04:24,1650924264000024
691,3,17,15,3,2022-04-25-15:04:25,1650924265000025
692,2,9,10,2,2022-04-25-15:04:26,1650924266000026
693,1,11,7,1,2022-04-25-15:04:27,1650924267000027
694,3,17,15,3,2022-04-25-15:04:28,1650924268000028
695,1,4,6,2,2022-04-25-15:04:29,1650924269000029
696,2,15,12,1,2022-04-25-15:04:30,165092427000003
697,3,17,16,3,2022-04-25-15:04:31,1650924271000031
698,2,7,9,3,2022-04-25-15:04:32,1650924272000032
699,2,15,12,1,2022-04-25-15:04:33,1650924273000033
700,3,17,15,3,2022-04-25-15:04:34,1650924274000034
701,1,3,5,2,2022-04-25-15:04:35,1650924275000035
702,2,15,11,1,2022-04-25-15:04:36,1650924276000036
703,3,18,15,3,2022-04-25-15:04:37,1650924277000037
704,1,3,5,2,2022-04-25-15:04:38,1650924278000038
705,2,15,11,1,2022-04-25-15:04:39,1650924279000039
706,3,17,15,3,2022-04-25-15:04:40,165092428000004
707,1,2,4,2,2022-04-25-15:04:41,1650924281000041
708,2,17,13,1,2022-04-25-15:04:42,1650924282000042
709,3,16,17,3,2022-04-25-15:04:43,1650924283000043
710,0,2,2,0,2022-04-25-15:04:44,1650924284000044
711,3,17,16,3,2022-04-25-15:04:45,1650924285000045
712,1,4,6,2,2022-04-25-15:04:46,1650924286000046
713,2,14,10,1,2022-04-25-15:04:47,1650924287000047
714,3,17,15,3,2022-04-25-15:04:48,1650924288000048
715,1,3,5,2,2022-04-25-15:04:49,1650924289000049
716,3,17,11,1,2022-04-25-15:04:50,165092429000005
717,3,17,16,3,2022-04-25-15:04:51,1650924291000051
718,1,4,6,2,2022-04-25-15:04:52,1650924292000052
719,2,15,12,1,2022-04-25-15:04:53,1650924293000053
720,3,17,16,3,2022-04-25-15:04:54,1650924294000054
721,1,3,6,2,2022-04-25-15:04:55,1650924295000055
722,2,15,12,1,2022-04-25-15:04:56,1650924296000056
723,4,23,24,4,2022-04-25-15:04:57,1650924297000057
724,1,4,6,2,2022-04-25-15:04:58,1650924298000058
725,2,15,11,1,2022-04-25-15:04:59,1650924299000059
726,3,17,15,3,2022-04-25-15:05:0,16509243000
727,1,2,3,1,2022-04-25-15:05:1,1650924301000001
728,2,16,13,2,2022-04-25-15:05:2,1650924302000002
729,2,13,13,3,2022-04-25-15:05:3,1650924303000003
730,1,5,3,0,2022-04-25-15:05:4,1650924304000004
731,3,17,15,3,2022-04-25-15:05:5,1650924305000005
732,1,3,5,2,2022-04-25-15:05:6,1650924306000006
733,2,17,13,1,2022-04-25-15:05:7,1650924307000007
734,3,17,16,3,2022-04-25-15:05:8,1650924308000008
735,1,4,6,2,2022-04-25-15:05:9,1650924309000009
736,2,15,11,1,2022-04-25-15:05:10,165092431000001
737,3,17,15,3,2022-04-25-15:05:11,1650924311000011
738,1,3,5,2,2022-04-25-15:05:12,1650924312000012
739,2,15,11,1,2022-04-25-15:05:13,1650924313000013
740,3,17,15,3,2022-04-25-15:05:14,1650924314000014
741,1,3,5,2,2022-04-25-15:05:15,1650924315000015
742,2,15,11,1,2022-04-25-15:05:16,1650924316000016
743,3,19,16,3,2022-04-25-15:05:17,1650924317000017
744,1,3,5,2,2022-04-25-15:05:18,1650924318000018
745,2,15,12,1,2022-04-25-15:05:19,1650924319000019
746,3,17,15,3,2022-04-25-15:05:20,165092432000002
747,0,1,1,0,2022-04-25-15:05:21,1650924321000021
748,4,19,19,4,2022-04-25-15:05:22,1650924322000022
749,2,11,11,2,2022-04-25-15:05:23,1650924323000023
750,1,8,5,0,2022-04-25-15:05:24,1650924324000024
751,3,17,15,3,2022-04-25-15:05:25,1650924325000025
752,1,4,5,2,2022-04-25-15:05:26,1650924326000026
753,2,15,11,1,2022-04-25-15:05:27,1650924327000027
754,3,18,16,3,2022-04-25-15:05:28,1650924328000028
755,1,3,7,2,2022-04-25-15:05:29,1650924329000029
756,2,15,12,1,2022-04-25-15:05:30,165092433000003
757,3,17,15,3,2022-04-25-15:05:31,1650924331000031
758,1,5,6,2,2022-04-25-15:05:32,1650924332000032
759,2,15,11,1,2022-04-25-15:05:33,1650924333000033
760,3,17,15,3,2022-04-25-15:05:34,1650924334000034
761,1,3,5,2,2022-04-25-15:05:35,1650924335000035
762,2,15,11,1,2022-04-25-15:05:36,1650924336000036
763,3,17,15,3,2022-04-25-15:05:37,1650924337000037
764,0,2,2,1,2022-04-25-15:05:38,1650924338000038
765,3,17,14,2,2022-04-25-15:05:39,1650924339000039
766,3,19,15,3,2022-04-25-15:05:40,165092434000004
767,0,1,1,0,2022-04-25-15:05:41,1650924341000041
768,3,19,17,3,2022-04-25-15:05:42,1650924342000042
769,2,10,10,2,2022-04-25-15:05:43,1650924343000043
770,1,8,8,1,2022-04-25-15:05:44,1650924344000044
771,3,17,15,3,2022-04-25-15:05:45,1650924345000045
772,1,3,6,2,2022-04-25-15:05:46,1650924346000046
773,3,18,17,2,2022-04-25-15:05:47,1650924347000047
774,3,18,16,3,2022-04-25-15:05:48,1650924348000048
775,1,3,6,2,2022-04-25-15:05:49,1650924349000049
776,2,15,11,1,2022-04-25-15:05:50,165092435000005
777,3,17,15,3,2022-04-25-15:05:51,1650924351000051
778,1,3,5,2,2022-04-25-15:05:52,1650924352000052
779,2,15,11,1,2022-04-25-15:05:53,1650924353000053
780,3,17,15,3,2022-04-25-15:05:54,1650924354000054
781,1,3,5,2,2022-04-25-15:05:55,1650924355000055
782,2,15,11,1,2022-04-25-15:05:56,1650924356000056
783,3,18,17,3,2022-04-25-15:05:57,1650924357000057
784,1,2,5,1,2022-04-25-15:05:58,1650924358000058
785,3,17,15,2,2022-04-25-15:05:59,1650924359000059
786,3,17,18,3,2022-04-25-15:06:0,16509243600
787,0,1,1,0,2022-04-25-15:06:1,1650924361000001
788,3,17,16,3,2022-04-25-15:06:2,1650924362000002
789,1,4,7,2,2022-04-25-15:06:3,1650924363000003
790,2,15,12,1,2022-04-25-15:06:4,1650924364000004
791,3,18,17,3,2022-04-25-15:06:5,1650924365000005
792,1,4,5,2,2022-04-25-15:06:6,1650924366000006
793,2,16,12,1,2022-04-25-15:06:7,1650924367000007
794,3,17,15,3,2022-04-25-15:06:8,1650924368000008
795,1,5,8,2,2022-04-25-15:06:9,1650924369000009
796,2,15,11,1,2022-04-25-15:06:10,165092437000001
797,3,18,15,3,2022-04-25-15:06:11,1650924371000011
798,2,6,7,2,2022-04-25-15:06:12,1650924372000012
799,2,17,14,2,2022-04-25-15:06:13,1650924373000013
800,3,17,16,3,2022-04-25-15:06:14,1650924374000014
801,1,4,5,2,2022-04-25-15:06:15,1650924375000015
802,2,15,11,1,2022-04-25-15:06:16,1650924376000016
803,3,18,15,3,2022-04-25-15:06:17,1650924377000017
804,0,1,1,0,2022-04-25-15:06:18,1650924378000018
805,3,17,16,3,2022-04-25-15:06:19,1650924379000019
806,2,9,12,3,2022-04-25-15:06:20,165092438000002
807,1,9,7,1,2022-04-25-15:06:21,1650924381000021
808,3,17,15,3,2022-04-25-15:06:22,1650924382000022
809,1,4,7,2,2022-04-25-15:06:23,1650924383000023
810,2,15,11,1,2022-04-25-15:06:24,1650924384000024
811,3,17,15,3,2022-04-25-15:06:25,1650924385000025
812,1,3,5,2,2022-04-25-15:06:26,1650924386000026
813,2,15,11,1,2022-04-25-15:06:27,1650924387000027
814,3,17,15,3,2022-04-25-15:06:28,1650924388000028
815,1,3,5,2,2022-04-25-15:06:29,1650924389000029
816,2,15,11,1,2022-04-25-15:06:30,165092439000003
817,3,17,15,3,2022-04-25-15:06:31,1650924391000031
818,1,3,5,2,2022-04-25-15:06:32,1650924392000032
819,2,17,14,1,2022-04-25-15:06:33,1650924393000033
820,3,17,17,3,2022-04-25-15:06:34,1650924394000034
821,1,2,5,2,2022-04-25-15:06:35,1650924395000035
822,2,16,12,1,2022-04-25-15:06:36,1650924396000036
823,3,16,16,3,2022-04-25-15:06:37,1650924397000037
824,1,5,5,1,2022-04-25-15:06:38,1650924398000038
825,3,17,15,3,2022-04-25-15:06:39,1650924399000039
826,1,3,5,2,2022-04-25-15:06:40,165092440000004
827,2,15,11,1,2022-04-25-15:06:41,1650924401000041
828,3,17,15,3,2022-04-25-15:06:42,1650924402000042
829,1,3,6,2,2022-04-25-15:06:43,1650924403000043
830,2,15,12,1,2022-04-25-15:06:44,1650924404000044
831,3,17,16,3,2022-04-25-15:06:45,1650924405000045
832,1,3,5,2,2022-04-25-15:06:46,1650924406000046
833,2,15,11,1,2022-04-25-15:06:47,1650924407000047
834,3,18,16,3,2022-04-25-15:06:48,1650924408000048
835,1,3,5,2,2022-04-25-15:06:49,1650924409000049
836,2,15,12,1,2022-04-25-15:06:50,165092441000005
837,3,17,16,3,2022-04-25-15:06:51,1650924411000051
838,1,3,6,2,2022-04-25-15:06:52,1650924412000052
839,2,15,11,1,2022-04-25-15:06:53,1650924413000053
840,3,18,15,3,2022-04-25-15:06:54,1650924414000054
841,1,3,4,2,2022-04-25-15:06:55,1650924415000055
842,2,15,12,1,2022-04-25-15:06:56,1650924416000056
843,2,13,13,3,2022-04-25-15:06:57,1650924417000057
844,1,6,4,0,2022-04-25-15:06:58,1650924418000058
845,3,17,15,3,2022-04-25-15:06:59,1650924419000059
846,1,3,7,3,2022-04-25-15:07:0,16509244200
847,2,15,11,1,2022-04-25-15:07:1,1650924421000001
848,3,18,16,3,2022-04-25-15:07:2,1650924422000002
849,2,6,10,3,2022-04-25-15:07:3,1650924423000003
850,2,15,13,1,2022-04-25-15:07:4,1650924424000004
851,3,17,15,3,2022-04-25-15:07:5,1650924425000005
852,1,3,5,2,2022-04-25-15:07:6,1650924426000006
853,2,15,12,1,2022-04-25-15:07:7,1650924427000007
854,3,17,16,3,2022-04-25-15:07:8,1650924428000008
855,1,3,6,2,2022-04-25-15:07:9,1650924429000009
856,2,15,12,1,2022-04-25-15:07:10,165092443000001
857,3,17,15,3,2022-04-25-15:07:11,1650924431000011
858,1,3,5,2,2022-04-25-15:07:12,1650924432000012
859,2,16,12,1,2022-04-25-15:07:13,1650924433000013
860,3,18,15,3,2022-04-25-15:07:14,1650924434000014
861,1,2,4,2,2022-04-25-15:07:15,1650924435000015
862,2,16,12,1,2022-04-25-15:07:16,1650924436000016
863,2,13,14,3,2022-04-25-15:07:17,1650924437000017
864,1,5,4,0,2022-04-25-15:07:18,1650924438000018
865,3,17,16,3,2022-04-25-15:07:19,1650924439000019
866,1,3,5,2,2022-04-25-15:07:20,165092444000002
867,2,15,12,1,2022-04-25-15:07:21,1650924441000021
868,3,19,17,3,2022-04-25-15:07:22,1650924442000022
869,1,3,6,2,2022-04-25-15:07:23,1650924443000023
870,2,15,12,1,2022-04-25-15:07:24,1650924444000024
871,3,17,15,3,2022-04-25-15:07:25,1650924445000025
872,1,3,6,2,2022-04-25-15:07:26,1650924446000026
873,2,15,12,1,2022-04-25-15:07:27,1650924447000027
874,4,23,20,4,2022-04-25-15:07:28,1650924448000028
875,1,3,5,2,2022-04-25-15:07:29,1650924449000029
876,2,15,12,1,2022-04-25-15:07:30,165092445000003
877,3,17,15,3,2022-04-25-15:07:31,1650924451000031
878,1,3,5,2,2022-04-25-15:07:32,1650924452000032
879,2,15,11,1,2022-04-25-15:07:33,1650924453000033
880,3,17,15,3,2022-04-25-15:07:34,1650924454000034
881,0,1,2,0,2022-04-25-15:07:35,1650924455000035
882,3,17,16,3,2022-04-25-15:07:36,1650924456000036
883,2,9,11,2,2022-04-25-15:07:37,1650924457000037
884,1,10,7,1,2022-04-25-15:07:38,1650924458000038
885,3,17,15,3,2022-04-25-15:07:39,1650924459000039
886,1,3,5,2,2022-04-25-15:07:40,165092446000004
887,2,15,11,1,2022-04-25-15:07:41,1650924461000041
888,3,17,15,3,2022-04-25-15:07:42,1650924462000042
889,1,3,5,2,2022-04-25-15:07:43,1650924463000043
890,2,16,12,1,2022-04-25-15:07:44,1650924464000044
891,3,17,15,3,2022-04-25-15:07:45,1650924465000045
892,1,3,5,2,2022-04-25-15:07:46,1650924466000046
893,2,16,11,1,2022-04-25-15:07:47,1650924467000047
894,3,19,16,3,2022-04-25-15:07:48,1650924468000048
895,1,3,5,2,2022-04-25-15:07:49,1650924469000049
896,2,15,11,1,2022-04-25-15:07:50,165092447000005
897,3,17,16,3,2022-04-25-15:07:51,1650924471000051
898,1,3,5,2,2022-04-25-15:07:52,1650924472000052
899,3,18,17,2,2022-04-25-15:07:53,1650924473000053
900,3,18,16,3,2022-04-25-15:07:54,1650924474000054
901,0,1,1,0,2022-04-25-15:07:55,1650924475000055
902,3,17,15,3,2022-04-25-15:07:56,1650924476000056
903,1,4,6,2,2022-04-25-15:07:57,1650924477000057
904,2,15,10,1,2022-04-25-15:07:58,1650924478000058
905,3,17,15,3,2022-04-25-15:07:59,1650924479000059
906,1,3,5,2,2022-04-25-15:08:0,16509244800
907,2,15,11,1,2022-04-25-15:08:1,1650924481000001
908,3,17,15,3,2022-04-25-15:08:2,1650924482000002
909,1,4,6,2,2022-04-25-15:08:3,1650924483000003
910,2,15,11,1,2022-04-25-15:08:4,1650924484000004
911,3,17,15,3,2022-04-25-15:08:5,1650924485000005
912,1,3,5,2,2022-04-25-15:08:6,1650924486000006
913,2,16,12,1,2022-04-25-15:08:7,1650924487000007
914,3,17,16,3,2022-04-25-15:08:8,1650924488000008
915,1,3,6,2,2022-04-25-15:08:9,1650924489000009
916,2,15,11,1,2022-04-25-15:08:10,165092449000001
917,3,17,15,3,2022-04-25-15:08:11,1650924491000011
918,1,3,2,1,2022-04-25-15:08:12,1650924492000012
919,3,18,17,3,2022-04-25-15:08:13,1650924493000013
920,2,10,11,2,2022-04-25-15:08:14,1650924494000014
921,1,8,7,1,2022-04-25-15:08:15,1650924495000015
922,3,17,15,3,2022-04-25-15:08:16,1650924496000016
923,1,4,6,2,2022-04-25-15:08:17,1650924497000017
924,3,18,16,2,2022-04-25-15:08:18,1650924498000018
925,3,17,16,3,2022-04-25-15:08:19,1650924499000019
926,1,3,6,2,2022-04-25-15:08:20,165092450000002
927,2,15,11,1,2022-04-25-15:08:21,1650924501000021
928,3,17,15,3,2022-04-25-15:08:22,1650924502000022
929,1,3,5,2,2022-04-25-15:08:23,1650924503000023
930,2,16,11,1,2022-04-25-15:08:24,1650924504000024
931,3,18,16,3,2022-04-25-15:08:25,1650924505000025
